Date,Time,F_[Hz],UL1_[V],UL2_[V],UL12_[V],UNE_[V],THDL1_[%],THDL2_[%],THDNE_[%],H1_UL1_[%],H1_UL2_[%],H2_UL1_[%],H2_UL2_[%],H3_UL1_[%],H3_UL2_[%],H4_UL1_[%],H4_UL2_[%],H5_UL1_[%],H5_UL2_[%],H6_UL1_[%],H6_UL2_[%],H7_UL1_[%],H7_UL2_[%],H8_UL1_[%],H8_UL2_[%],H9_UL1_[%],H9_UL2_[%],H10_UL1_[%],H10_UL2_[%],H11_UL1_[%],H11_UL2_[%],H12_UL1_[%],H12_UL2_[%],H13_UL1_[%],H13_UL2_[%],H14_UL1_[%],H14_UL2_[%],H15_UL1_[%],H15_UL2_[%],H16_UL1_[%],H16_UL2_[%],H17_UL1_[%],H17_UL2_[%],H18_UL1_[%],H18_UL2_[%],H19_UL1_[%],H19_UL2_[%],H20_UL1_[%],H20_UL2_[%],H21_UL1_[%],H21_UL2_[%],H22_UL1_[%],H22_UL2_[%],H23_UL1_[%],H23_UL2_[%],H24_UL1_[%],H24_UL2_[%],H25_UL1_[%],H25_UL2_[%],H26_UL1_[%],H26_UL2_[%],H27_UL1_[%],H27_UL2_[%],H28_UL1_[%],H28_UL2_[%],H29_UL1_[%],H29_UL2_[%],H30_UL1_[%],H30_UL2_[%],H31_UL1_[%],H31_UL2_[%],H32_UL1_[%],H32_UL2_[%],H33_UL1_[%],H33_UL2_[%],H34_UL1_[%],H34_UL2_[%],H35_UL1_[%],H35_UL2_[%],H36_UL1_[%],H36_UL2_[%],H37_UL1_[%],H37_UL2_[%],H38_UL1_[%],H38_UL2_[%],H39_UL1_[%],H39_UL2_[%],H40_UL1_[%],H40_UL2_[%],H41_UL1_[%],H41_UL2_[%],H42_UL1_[%],H42_UL2_[%],H43_UL1_[%],H43_UL2_[%],H44_UL1_[%],H44_UL2_[%],H45_UL1_[%],H45_UL2_[%],H46_UL1_[%],H46_UL2_[%],H47_UL1_[%],H47_UL2_[%],H48_UL1_[%],H48_UL2_[%],H49_UL1_[%],H49_UL2_[%],H50_UL1_[%],H50_UL2_[%],Pst_UL1,Pst_UL2,UU_(Volt)_[%],IL1_[A],IL2_[A],THD_I1_[%],THD_I2_[%],THD_IN_[%],P_L1_[W],P_L1_[W]_abs,P_L2_[W],P_L2_[W]_abs,P_total_[W],P_total_[W]_abs,S_L1_[VA],S_L2_[VA],S_total_[VA],PF_L1,PF_L1_abs,PF_L2,PF_L2_abs,PF_total,PF_total_abs,QFL1,QFL2,QFtotal,E_L1_[Wh],E_L2_[Wh],E_L3_[Wh],E_total_[Wh]
2020-05-15 00:00:00,14:40:00.000,60.007,126.217,126.097,252.314,0.024,1.627,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.132,99.843,37.162,48.703,16.767,11.384,9.298,3995.452,3995.452,4724.565,4724.565,8720.017,8720.017,4690.494,6141.375,10831.868999999999,0.852,0.852,0.7693008487512975,0.769,0.8050334619076358,0.8050334619076358,0.524,0.639,0.998,665.9086666666667,787.4274999999999,,1453.3361666666665
2020-05-15 00:00:00,14:50:00.000,60.013,126.294,126.158,252.452,0.025,1.616,1.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.12,99.837,37.27,50.072,16.751,11.399,8.913,3973.567,3973.567,4892.055,4892.055,8865.622,8865.622,4706.977,6317.011,11023.988000000001,0.844,0.844,0.7744255946364507,0.774,0.8042118696065342,0.8042118696065342,0.536,0.633,0.997,662.2611666666667,815.3425,,1477.6036666666666
2020-05-15 00:00:00,15:00:00.000,60.015,126.331,126.216,252.547,0.025,1.607,1.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.095,99.83,36.565,48.056,16.755,11.656,10.756,3935.192,3935.192,4895.391,4895.391,8830.582999999999,8830.582999999999,4619.238,6065.439,10684.677,0.852,0.852,0.8070959084742257,0.807,0.8264716846377292,0.8264716846377292,0.524,0.59,0.996,655.8653333333333,815.8984999999999,,1471.7638333333332
2020-05-15 00:00:00,15:10:00.000,60.01,126.312,126.165,252.477,0.025,1.585,1.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.11,99.843,35.885,49.966,17.16,11.188,9.096,3858.853,3858.853,4860.862,4860.862,8719.715,8719.715,4532.699,6303.928,10836.627,0.851,0.851,0.7710846316772654,0.771,0.8046521302246539,0.8046521302246539,0.525,0.637,0.996,643.1421666666666,810.1436666666666,,1453.2858333333334
2020-05-15 00:00:00,15:20:00.000,60.007,126.2,126.058,252.258,0.026,1.571,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.112,99.836,37.648,51.602,16.12,10.792,9.298,4069.75,4069.75,5070.702,5070.702,9140.452000000001,9140.452000000001,4751.16,6504.792,11255.952000000001,0.857,0.857,0.7795333040626049,0.78,0.8120549909949865,0.8120549909949865,0.516,0.626,0.996,678.2916666666666,845.117,,1523.4086666666667
2020-05-15 00:00:00,15:30:00.000,60.006,126.161,125.999,252.16,0.026,1.594,1.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.098,99.835,38.269,53.562,16.99,11.032,9.758,4095.858,4095.858,5178.535,5178.535,9274.393,9274.393,4828.064,6748.76,11576.824,0.848,0.848,0.7673313319780226,0.767,0.8011172148768954,0.8011172148768954,0.529,0.641,0.996,682.643,863.0891666666666,,1545.7321666666667
2020-05-15 00:00:00,15:40:00.000,59.995,126.106,125.992,252.098,0.026,1.585,1.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.121,99.838,39.197,51.136,16.897,10.446,14.918,4302.97,4302.97,5037.165,5037.165,9340.135,9340.135,4942.932,6442.703,11385.635,0.871,0.871,0.7818403238516504,0.782,0.8203437928582815,0.8203437928582815,0.492,0.623,0.998,717.1616666666666,839.5274999999999,,1556.6891666666666
2020-05-15 00:00:00,15:50:00.000,60.006,125.868,125.772,251.64,0.026,1.551,1.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.074,99.849,39.591,50.514,15.477,9.21,15.578,4446.005,4446.005,4952.635,4952.635,9398.64,9398.64,4983.202,6353.273,11336.475,0.892,0.892,0.7795407186185767,0.78,0.8290619438582099,0.8290619438582099,0.452,0.626,0.999,741.0008333333333,825.4391666666667,,1566.44
2020-05-15 00:00:00,16:00:00.000,60.01,126.027,125.897,251.924,0.026,1.536,1.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.078,99.859,35.232,49.349,15.504,8.651,12.695,4022.223,4022.223,4911.414,4911.414,8933.636999999999,8933.636999999999,4440.15,6212.908,10653.058,0.906,0.906,0.7905177414505413,0.791,0.8385983630240255,0.8385983630240255,0.424,0.612,0.997,670.3705,818.569,,1488.9395
2020-05-15 00:00:00,16:10:00.000,60.001,126.329,126.236,252.565,0.026,1.584,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.126,99.851,36.745,47.415,14.972,9.479,12.206,4158.198,4158.198,4769.075,4769.075,8927.273000000001,8927.273000000001,4641.974,5985.454,10627.428,0.896,0.896,0.7967774875556641,0.797,0.8400219695678015,0.8400219695678015,0.444,0.604,0.998,693.033,794.8458333333333,,1487.8788333333332
