Date,Time,F_[Hz],UL1_[V],UL2_[V],UL12_[V],UNE_[V],THDL1_[%],THDL2_[%],THDNE_[%],H1_UL1_[%],H1_UL2_[%],H2_UL1_[%],H2_UL2_[%],H3_UL1_[%],H3_UL2_[%],H4_UL1_[%],H4_UL2_[%],H5_UL1_[%],H5_UL2_[%],H6_UL1_[%],H6_UL2_[%],H7_UL1_[%],H7_UL2_[%],H8_UL1_[%],H8_UL2_[%],H9_UL1_[%],H9_UL2_[%],H10_UL1_[%],H10_UL2_[%],H11_UL1_[%],H11_UL2_[%],H12_UL1_[%],H12_UL2_[%],H13_UL1_[%],H13_UL2_[%],H14_UL1_[%],H14_UL2_[%],H15_UL1_[%],H15_UL2_[%],H16_UL1_[%],H16_UL2_[%],H17_UL1_[%],H17_UL2_[%],H18_UL1_[%],H18_UL2_[%],H19_UL1_[%],H19_UL2_[%],H20_UL1_[%],H20_UL2_[%],H21_UL1_[%],H21_UL2_[%],H22_UL1_[%],H22_UL2_[%],H23_UL1_[%],H23_UL2_[%],H24_UL1_[%],H24_UL2_[%],H25_UL1_[%],H25_UL2_[%],H26_UL1_[%],H26_UL2_[%],H27_UL1_[%],H27_UL2_[%],H28_UL1_[%],H28_UL2_[%],H29_UL1_[%],H29_UL2_[%],H30_UL1_[%],H30_UL2_[%],H31_UL1_[%],H31_UL2_[%],H32_UL1_[%],H32_UL2_[%],H33_UL1_[%],H33_UL2_[%],H34_UL1_[%],H34_UL2_[%],H35_UL1_[%],H35_UL2_[%],H36_UL1_[%],H36_UL2_[%],H37_UL1_[%],H37_UL2_[%],H38_UL1_[%],H38_UL2_[%],H39_UL1_[%],H39_UL2_[%],H40_UL1_[%],H40_UL2_[%],H41_UL1_[%],H41_UL2_[%],H42_UL1_[%],H42_UL2_[%],H43_UL1_[%],H43_UL2_[%],H44_UL1_[%],H44_UL2_[%],H45_UL1_[%],H45_UL2_[%],H46_UL1_[%],H46_UL2_[%],H47_UL1_[%],H47_UL2_[%],H48_UL1_[%],H48_UL2_[%],H49_UL1_[%],H49_UL2_[%],H50_UL1_[%],H50_UL2_[%],Pst_UL1,Pst_UL2,UU_(Volt)_[%],IL1_[A],IL2_[A],THD_I1_[%],THD_I2_[%],THD_IN_[%],P_L1_[W],P_L1_[W]_abs,P_L2_[W],P_L2_[W]_abs,P_total_[W],P_total_[W]_abs,S_L1_[VA],S_L2_[VA],S_total_[VA],PF_L1,PF_L1_abs,PF_L2,PF_L2_abs,PF_total,PF_total_abs,QFL1,QFL2,QFtotal,E_L1_[Wh],E_L2_[Wh],E_L3_[Wh],E_total_[Wh]
2020-05-20 00:00:00,14:50:00.000,60.007,117.673,117.581,235.25400000000002,0.019,1.635,1.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.104,99.858,46.48,47.494,9.951,8.305,42.606,5171.505,5171.505,5217.833,5217.833,10389.338,10389.338,5452.611,5555.829,11049.974,0.948,0.948,0.939,0.939,0.94,0.94,0.317,0.343,0.341,861.9175,869.6388333333332,,1731.5563333333332
2020-05-20 00:00:00,15:00:00.000,60.008,117.653,117.54,235.193,0.019,1.603,1.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0.197,99.854,47.505,50.165,8.839,8.239,31.626,5254.713,5254.713,5443.588,5443.588,10698.301,10698.301,5578.214,5879.97,11498.339,0.942,0.942,0.926,0.926,0.93,0.93,0.336,0.378,0.366,875.7855,907.2646666666666,,1783.0501666666664
2020-05-20 00:00:00,15:10:00.000,60.007,117.945,117.819,235.764,0.019,1.552,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.087,99.851,47.137,51.734,8.41,7.344,19.365,5235.593,5235.593,5643.488,5643.488,10879.081,10879.081,5545.092,6075.162,11708.907,0.944,0.944,0.929,0.929,0.929,0.929,0.329,0.37,0.37,872.5988333333332,940.5813333333333,,1813.1801666666665
2020-05-20 00:00:00,15:20:00.000,60.004,118.147,118.059,236.20600000000002,0.019,1.539,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.088,99.867,45.475,46.07,8.739,7.455,46.722,5117.825,5117.825,4970.28,4970.28,10088.105,10088.105,5364.48,5403.722,10803.642,0.954,0.954,0.92,0.92,0.934,0.934,0.3,0.392,0.358,852.9708333333333,828.3799999999999,,1681.3508333333332
2020-05-20 00:00:00,15:30:00.000,60,118.259,118.178,236.437,0.019,1.567,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.089,99.87,44.256,42.898,10.82,7.95,47.99,4923.045,4923.045,4678.962,4678.962,9602.008,9602.008,5208.873,5042.816,10311.912,0.945,0.945,0.928,0.928,0.931,0.931,0.327,0.373,0.365,820.5074999999999,779.827,,1600.3345
2020-05-20 00:00:00,15:40:00.000,60.008,118.454,118.352,236.80599999999998,0.019,1.594,1.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.108,99.856,46.237,49.573,11.039,7.242,40.662,5224.86,5224.86,5522.215,5522.215,10747.075,10747.075,5423.457,5809.508,11304.036,0.963,0.963,0.951,0.951,0.951,0.951,0.268,0.311,0.31,870.81,920.3691666666666,,1791.1791666666666
2020-05-20 00:00:00,15:50:00.000,60,118.4,118.295,236.695,0.019,1.645,1.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.09,99.826,57.306,59.575,9.849,7.336,41.639,6542.071,6542.071,6714.703,6714.703,13256.773,13256.773,6765.086,7018.686,13859.408,0.967,0.967,0.957,0.957,0.957,0.957,0.255,0.291,0.292,1090.3451666666665,1119.1171666666667,,2209.462333333333
2020-05-20 00:00:00,16:00:00.000,60.01,118.696,118.6,237.296,0.019,1.653,1.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.081,99.836,52.4,55.999,10.333,7.712,53.916,6030.657,6030.657,6310.526,6310.526,12341.183,12341.183,6212.205,6592.318,12860.176,0.971,0.971,0.957,0.957,0.96,0.96,0.24,0.289,0.281,1005.1095,1051.7543333333333,,2056.8638333333333
2020-05-20 00:00:00,16:10:00.000,59.995,118.883,118.8,237.683,0.019,1.668,1.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.253,99.84,50.936,52.715,10.775,7.64,71.788,5849.739,5849.739,6021.333,6021.333,11871.071,11871.071,6043.397,6251.258,12338.609,0.968,0.968,0.963,0.963,0.962,0.962,0.251,0.269,0.273,974.9564999999999,1003.5554999999999,,1978.5119999999997
2020-05-20 00:00:00,16:20:00.000,59.996,119.05,118.984,238.034,0.019,1.683,1.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.103,99.834,53.991,53.128,10.407,7.961,125.824,6213.212,6213.212,6086.219,6086.219,12299.432,12299.432,6424.06,6297.931,12753.043,0.967,0.967,0.966,0.966,0.964,0.964,0.254,0.257,0.264,1035.5353333333333,1014.3698333333333,,2049.9051666666664
